,bass,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
benchmark_0410,,,,,,,,,3.80,3.64,0.13,400872,0.07,0.04,0.01,31424,
benchmark_0420,,,,,,,,,3.95,3.80,0.12,405416,0.07,0.04,0.02,31428,
benchmark_0223,,,,,,,,,3.94,3.74,0.18,403444,0.06,0.04,0.01,31424,
benchmark_0107,,,,,,,,,3.90,3.71,0.16,390436,0.06,0.04,0.02,31416,
benchmark_0484,,,,,,,,,3.81,3.59,0.16,401868,0.06,0.04,0.01,31392,
benchmark_0409,,,,,,,,,3.87,3.71,0.13,401884,0.06,0.04,0.01,31424,
benchmark_0278,,,,,,,,,3.88,3.70,0.14,411120,0.07,0.05,0.01,31448,
benchmark_0067,,,,,,,,,3.80,3.62,0.16,394976,0.07,0.05,0.01,31444,
benchmark_0097,,,,,,,,,4.05,3.84,0.16,414292,0.07,0.04,0.02,31452,
benchmark_0461,,,,,,,,,4.10,3.92,0.15,413648,0.07,0.05,0.01,31448,
benchmark_0244,,,,,,,,,4.02,3.84,0.15,392912,0.07,0.04,0.02,31400,
benchmark_0212,,,,,,,,,3.89,3.70,0.16,392396,0.07,0.05,0.01,31460,
benchmark_0259,,,,,,,,,3.72,3.48,0.17,402844,0.06,0.04,0.01,31424,
benchmark_0116,,,,,,,,,4.07,3.91,0.13,420368,0.06,0.04,0.02,31400,
benchmark_0165,,,,,,,,,4.08,3.88,0.16,415376,0.06,0.04,0.01,31400,
benchmark_0047,,,,,,,,,3.87,3.67,0.17,405236,0.06,0.04,0.02,31420,
benchmark_0181,,,,,,,,,3.94,3.78,0.13,405236,0.07,0.04,0.02,31392,
benchmark_0480,,,,,,,,,4.19,4.03,0.12,405332,0.07,0.04,0.02,31456,
benchmark_0268,,,,,,,,,4.05,3.84,0.17,415704,0.06,0.04,0.02,31428,
benchmark_0265,,,,,,,,,3.86,3.63,0.17,399028,0.06,0.05,0.01,31432,
benchmark_0199,,,,,,,,,3.73,3.53,0.16,393632,0.07,0.05,0.01,31416,
benchmark_0487,,,,,,,,,3.95,3.76,0.16,401900,0.07,0.04,0.02,31452,
benchmark_0200,,,,,,,,,3.96,3.80,0.13,403312,0.06,0.04,0.01,31452,
benchmark_0430,,,,,,,,,3.73,3.55,0.15,402576,0.06,0.04,0.01,31428,
benchmark_0354,,,,,,,,,3.60,3.44,0.13,383100,0.07,0.04,0.02,31444,
benchmark_0449,,,,,,,,,3.75,3.59,0.13,409480,0.07,0.05,0.02,31444,
benchmark_0149,,,,,,,,,3.60,3.42,0.16,403720,0.07,0.05,0.01,31400,
benchmark_0397,,,,,,,,,3.76,3.54,0.16,393432,0.07,0.05,0.01,31424,
benchmark_0017,,,,,,,,,3.81,3.62,0.15,391352,0.07,0.05,0.01,31420,
benchmark_0485,,,,,,,,,3.80,3.62,0.13,396464,0.07,0.04,0.02,31428,
benchmark_0048,,,,,,,,,3.72,3.58,0.11,395788,0.07,0.04,0.02,31424,
benchmark_0104,,,,,,,,,3.88,3.72,0.12,395156,0.07,0.05,0.01,31404,
benchmark_0002,,,,,,,,,3.91,3.71,0.17,397932,0.07,0.05,0.01,31452,
benchmark_0194,,,,,,,,,3.94,3.78,0.13,409996,0.07,0.05,0.01,31476,
benchmark_0495,,,,,,,,,4.03,3.80,0.18,402012,0.07,0.05,0.01,31428,
benchmark_0126,,,,,,,,,3.87,3.62,0.20,406124,0.06,0.04,0.01,31444,
benchmark_0288,,,,,,,,,3.65,3.44,0.18,411576,0.07,0.04,0.02,31448,
benchmark_0240,,,,,,,,,3.71,3.52,0.15,422620,0.06,0.05,0.01,31448,
benchmark_0424,,,,,,,,,3.79,3.59,0.17,400644,0.06,0.05,0.01,31420,
benchmark_0032,,,,,,,,,3.95,3.80,0.13,407464,0.07,0.05,0.01,31448,
benchmark_0313,,,,,,,,,3.84,3.67,0.13,416072,0.07,0.04,0.02,31424,
benchmark_0151,,,,,,,,,3.90,3.74,0.14,405320,0.07,0.04,0.02,31444,
benchmark_0197,,,,,,,,,3.74,3.55,0.16,401072,0.07,0.04,0.02,31440,
benchmark_0292,,,,,,,,,3.84,3.64,0.17,391796,0.07,0.05,0.02,31468,
benchmark_0109,,,,,,,,,3.65,3.44,0.15,386916,0.07,0.04,0.02,31432,
benchmark_0169,,,,,,,,,3.99,3.82,0.14,408528,0.06,0.04,0.01,31420,
benchmark_0018,,,,,,,,,3.74,3.57,0.14,388740,0.06,0.04,0.01,31400,
benchmark_0389,,,,,,,,,3.65,3.48,0.13,389484,0.06,0.05,0.01,31400,
benchmark_0300,,,,,,,,,3.77,3.59,0.13,399992,0.07,0.05,0.02,31396,
benchmark_0326,,,,,,,,,3.68,3.51,0.13,403524,0.07,0.04,0.01,31428,
benchmark_0232,,,,,,,,,3.98,3.73,0.18,398616,0.07,0.05,0.01,31428,
benchmark_0082,,,,,,,,,3.66,3.46,0.16,403160,0.07,0.05,0.02,31400,
benchmark_0217,,,,,,,,,3.77,3.54,0.17,384008,0.07,0.04,0.02,31428,
benchmark_0267,,,,,,,,,3.69,3.46,0.15,398540,0.07,0.05,0.01,31424,
benchmark_0233,,,,,,,,,3.87,3.69,0.15,408216,0.06,0.04,0.01,31452,
benchmark_0369,,,,,,,,,3.86,3.70,0.14,402920,0.06,0.05,0.01,31428,
benchmark_0271,,,,,,,,,4.22,4.03,0.13,405176,0.06,0.04,0.02,31456,
benchmark_0137,,,,,,,,,3.83,3.66,0.14,407652,0.06,0.04,0.01,31428,
benchmark_0001,,,,,,,,,3.57,3.38,0.16,383316,0.06,0.04,0.01,31424,
benchmark_0335,,,,,,,,,3.56,3.38,0.16,399928,0.07,0.04,0.02,31424,
benchmark_0158,,,,,,,,,3.62,3.41,0.16,401324,0.07,0.05,0.01,31424,
benchmark_0336,,,,,,,,,3.71,3.53,0.14,408888,0.07,0.04,0.02,31424,
benchmark_0387,,,,,,,,,3.85,3.64,0.14,396796,0.07,0.04,0.02,31416,
benchmark_0310,,,,,,,,,4.12,3.95,0.14,401720,0.06,0.04,0.01,31456,
benchmark_0355,,,,,,,,,3.93,3.77,0.13,399952,0.07,0.04,0.02,31396,
benchmark_0462,,,,,,,,,4.18,4.00,0.14,403748,0.06,0.05,0.00,31420,
benchmark_0069,,,,,,,,,3.84,3.63,0.17,406336,0.07,0.05,0.01,31420,
benchmark_0459,,,,,,,,,3.84,3.66,0.15,402984,0.07,0.04,0.01,31452,
benchmark_0183,,,,,,,,,3.44,3.22,0.16,396968,0.07,0.04,0.02,31428,
benchmark_0472,,,,,,,,,3.78,3.61,0.14,396540,0.07,0.06,0.01,31400,
benchmark_0062,,,,,,,,,3.75,3.59,0.13,392660,0.07,0.04,0.02,31400,
benchmark_0261,,,,,,,,,4.05,3.88,0.15,404252,0.07,0.04,0.01,31420,
benchmark_0187,,,,,,,,,3.74,3.58,0.14,402464,0.06,0.05,0.01,31424,
benchmark_0426,,,,,,,,,3.61,3.42,0.17,396088,0.06,0.04,0.01,31480,
benchmark_0092,,,,,,,,,3.76,3.53,0.17,433504,0.06,0.04,0.02,31424,
benchmark_0337,,,,,,,,,3.95,3.78,0.14,415908,0.07,0.05,0.02,31428,
benchmark_0253,,,,,,,,,3.62,3.42,0.18,411632,0.06,0.04,0.01,31424,
benchmark_0034,,,,,,,,,3.74,3.54,0.16,425588,0.06,0.04,0.01,31424,
benchmark_0136,,,,,,,,,3.79,3.63,0.13,420244,0.06,0.04,0.01,31420,
benchmark_0098,,,,,,,,,3.79,3.62,0.13,389648,0.06,0.04,0.02,31424,
benchmark_0020,,,,,,,,,4.16,3.99,0.14,421716,0.06,0.04,0.01,31420,
benchmark_0471,,,,,,,,,3.96,3.75,0.17,391388,0.06,0.04,0.01,31424,
benchmark_0216,,,,,,,,,3.55,3.34,0.17,399384,0.07,0.05,0.01,31496,
benchmark_0099,,,,,,,,,3.91,3.74,0.14,413216,0.07,0.04,0.01,31396,
benchmark_0043,,,,,,,,,3.56,3.38,0.14,403152,0.07,0.04,0.02,31500,
benchmark_0429,,,,,,,,,3.32,3.13,0.14,394216,0.07,0.04,0.02,31424,
benchmark_0469,,,,,,,,,3.96,3.79,0.13,390284,0.07,0.05,0.01,31420,
benchmark_0191,,,,,,,,,3.86,3.67,0.15,406960,0.06,0.04,0.01,31400,
benchmark_0382,,,,,,,,,4.24,4.07,0.14,413640,0.06,0.05,0.01,31432,
benchmark_0075,,,,,,,,,3.88,3.68,0.18,394768,0.06,0.04,0.01,31404,
benchmark_0284,,,,,,,,,3.86,3.66,0.17,401456,0.06,0.04,0.01,31404,
benchmark_0059,,,,,,,,,4.11,3.94,0.14,405348,0.07,0.05,0.01,31452,
benchmark_0289,,,,,,,,,3.89,3.68,0.14,401804,0.07,0.05,0.01,31424,
benchmark_0035,,,,,,,,,3.83,3.67,0.12,400216,0.06,0.04,0.01,31472,
benchmark_0286,,,,,,,,,3.81,3.64,0.14,406948,0.07,0.05,0.02,31448,
benchmark_0108,,,,,,,,,3.88,3.70,0.13,423668,0.07,0.05,0.01,31448,
benchmark_0470,,,,,,,,,3.88,3.71,0.14,395340,0.06,0.04,0.01,31420,
benchmark_0118,,,,,,,,,3.68,3.48,0.18,401172,0.06,0.04,0.02,31424,
benchmark_0016,,,,,,,,,3.70,3.52,0.15,392884,0.06,0.04,0.01,31424,
benchmark_0375,,,,,,,,,3.78,3.62,0.12,394700,0.07,0.05,0.01,31392,
benchmark_0113,,,,,,,,,4.06,3.88,0.15,426632,0.07,0.04,0.02,31424,
benchmark_0152,,,,,,,,,3.89,3.63,0.15,409804,0.07,0.04,0.02,31424,
benchmark_0385,,,,,,,,,3.64,3.46,0.13,398144,0.07,0.05,0.02,31444,
benchmark_0186,,,,,,,,,3.84,3.67,0.13,409148,0.06,0.05,0.01,31424,
benchmark_0380,,,,,,,,,3.77,3.61,0.14,401640,0.06,0.04,0.01,31420,
benchmark_0190,,,,,,,,,3.82,3.62,0.17,405156,0.07,0.05,0.01,31424,
benchmark_0084,,,,,,,,,3.90,3.69,0.17,409100,0.07,0.05,0.01,31416,
benchmark_0008,,,,,,,,,3.94,3.78,0.12,393644,0.06,0.04,0.01,31424,
benchmark_0053,,,,,,,,,3.85,3.67,0.14,405008,0.07,0.05,0.01,31400,
benchmark_0367,,,,,,,,,3.89,3.72,0.14,391256,0.06,0.05,0.01,31424,
benchmark_0441,,,,,,,,,3.75,3.54,0.15,414508,0.07,0.05,0.01,31452,
benchmark_0466,,,,,,,,,3.80,3.63,0.14,414800,0.06,0.04,0.02,31400,
benchmark_0038,,,,,,,,,3.79,3.62,0.14,415108,0.06,0.05,0.01,31396,
benchmark_0490,,,,,,,,,3.71,3.52,0.16,394092,0.06,0.04,0.01,31428,
benchmark_0112,,,,,,,,,3.91,3.70,0.18,417808,0.07,0.04,0.02,31452,
benchmark_0015,,,,,,,,,3.85,3.69,0.14,402664,0.07,0.04,0.02,31444,
benchmark_0162,,,,,,,,,3.82,3.64,0.15,426360,0.07,0.05,0.01,31452,
benchmark_0073,,,,,,,,,3.77,3.54,0.16,411228,0.07,0.05,0.01,31424,
benchmark_0293,,,,,,,,,3.85,3.66,0.14,401720,0.07,0.05,0.01,31432,
benchmark_0428,,,,,,,,,3.82,3.64,0.13,392308,0.07,0.04,0.02,31448,
benchmark_0170,,,,,,,,,3.97,3.80,0.15,406284,0.07,0.04,0.02,31428,
benchmark_0456,,,,,,,,,3.92,3.69,0.18,423296,0.07,0.04,0.02,31420,
benchmark_0159,,,,,,,,,3.72,3.52,0.17,394808,0.07,0.05,0.01,31452,
benchmark_0316,,,,,,,,,3.65,3.50,0.11,389412,0.06,0.04,0.01,31460,
benchmark_0273,,,,,,,,,3.77,3.60,0.14,403836,0.07,0.05,0.01,31424,
benchmark_0096,,,,,,,,,3.87,3.62,0.18,402468,0.07,0.05,0.01,31396,
benchmark_0064,,,,,,,,,3.95,3.77,0.14,403848,0.07,0.05,0.02,31416,
benchmark_0157,,,,,,,,,3.91,3.76,0.13,400900,0.06,0.04,0.01,31444,
benchmark_0453,,,,,,,,,3.88,3.66,0.17,421532,0.07,0.05,0.01,31456,
benchmark_0146,,,,,,,,,3.87,3.72,0.13,407608,0.07,0.04,0.02,31400,
benchmark_0028,,,,,,,,,3.63,3.46,0.14,392252,0.07,0.05,0.01,31452,
benchmark_0166,,,,,,,,,3.86,3.68,0.15,396228,0.06,0.04,0.01,31396,
benchmark_0219,,,,,,,,,3.52,3.34,0.15,395944,0.06,0.04,0.01,31396,
benchmark_0056,,,,,,,,,4.13,3.88,0.19,416912,0.06,0.05,0.01,31456,
benchmark_0243,,,,,,,,,3.83,3.64,0.15,395688,0.07,0.04,0.02,31444,
benchmark_0060,,,,,,,,,3.74,3.56,0.14,416496,0.07,0.05,0.01,31424,
benchmark_0390,,,,,,,,,3.91,3.71,0.16,402616,0.06,0.05,0.01,31400,
benchmark_0222,,,,,,,,,3.75,3.58,0.14,382280,0.06,0.04,0.02,31420,
benchmark_0131,,,,,,,,,3.81,3.65,0.13,397808,0.06,0.04,0.01,31424,
benchmark_0029,,,,,,,,,3.95,3.75,0.16,404936,0.06,0.04,0.01,31392,
benchmark_0009,,,,,,,,,3.75,3.57,0.14,436092,0.06,0.04,0.01,31424,
benchmark_0076,,,,,,,,,4.02,3.79,0.16,402700,0.07,0.05,0.01,31420,
benchmark_0323,,,,,,,,,3.74,3.56,0.14,402260,0.07,0.04,0.02,31420,
benchmark_0019,,,,,,,,,3.84,3.66,0.15,396256,0.07,0.04,0.02,31424,
benchmark_0321,,,,,,,,,3.77,3.59,0.15,392612,0.06,0.04,0.01,31424,
benchmark_0333,,,,,,,,,3.80,3.61,0.15,418924,0.07,0.04,0.01,31424,
benchmark_0412,,,,,,,,,3.96,3.80,0.13,404408,0.07,0.05,0.01,31448,
benchmark_0121,,,,,,,,,3.55,3.38,0.13,390432,0.07,0.04,0.02,31404,
benchmark_0346,,,,,,,,,3.89,3.72,0.14,394012,0.07,0.04,0.02,31424,
benchmark_0384,,,,,,,,,4.01,3.78,0.15,398904,0.07,0.05,0.02,31420,
benchmark_0318,,,,,,,,,3.83,3.62,0.17,427092,0.07,0.04,0.01,31432,
benchmark_0185,,,,,,,,,3.90,3.73,0.14,403172,0.06,0.04,0.01,31448,
benchmark_0285,,,,,,,,,3.73,3.57,0.13,393264,0.06,0.05,0.01,31416,
benchmark_0302,,,,,,,,,4.13,3.90,0.17,422152,0.07,0.04,0.02,31444,
benchmark_0460,,,,,,,,,3.98,3.80,0.15,402676,0.07,0.05,0.02,31456,
benchmark_0139,,,,,,,,,3.71,3.52,0.14,393804,0.06,0.05,0.01,31400,
benchmark_0117,,,,,,,,,3.67,3.49,0.16,413256,0.07,0.04,0.01,31420,
benchmark_0362,,,,,,,,,3.81,3.57,0.16,410116,0.07,0.05,0.02,31424,
benchmark_0442,,,,,,,,,4.19,4.03,0.13,403188,0.07,0.05,0.02,31428,
benchmark_0218,,,,,,,,,3.79,3.60,0.16,422564,0.07,0.05,0.01,31420,
benchmark_0215,,,,,,,,,3.95,3.78,0.14,414152,0.07,0.04,0.02,31400,
benchmark_0496,,,,,,,,,3.75,3.57,0.15,392240,0.07,0.04,0.02,31420,
benchmark_0063,,,,,,,,,3.82,3.66,0.13,392032,0.07,0.05,0.01,31396,
benchmark_0439,,,,,,,,,3.92,3.74,0.14,400636,0.07,0.04,0.02,31400,
benchmark_0228,,,,,,,,,3.70,3.54,0.14,408676,0.07,0.05,0.02,31428,
benchmark_0351,,,,,,,,,3.79,3.56,0.15,396108,0.07,0.04,0.02,31420,
benchmark_0251,,,,,,,,,4.03,3.87,0.14,403160,0.07,0.05,0.01,31472,
benchmark_0479,,,,,,,,,3.71,3.53,0.14,393764,0.07,0.05,0.01,31452,
benchmark_0177,,,,,,,,,3.76,3.59,0.13,395092,0.06,0.04,0.01,31424,
benchmark_0437,,,,,,,,,3.88,3.68,0.17,411684,0.06,0.04,0.02,31480,
benchmark_0245,,,,,,,,,3.79,3.64,0.12,387948,0.06,0.05,0.01,31452,
benchmark_0475,,,,,,,,,3.70,3.53,0.13,384952,0.06,0.04,0.01,31424,
benchmark_0408,,,,,,,,,3.78,3.62,0.12,410820,0.07,0.05,0.01,31456,
benchmark_0492,,,,,,,,,3.97,3.73,0.17,406460,0.07,0.04,0.01,31476,
benchmark_0052,,,,,,,,,3.92,3.76,0.13,407376,0.07,0.05,0.01,31420,
benchmark_0081,,,,,,,,,3.78,3.59,0.16,397992,0.06,0.05,0.01,31400,
benchmark_0255,,,,,,,,,3.84,3.64,0.16,399028,0.06,0.04,0.01,31396,
benchmark_0432,,,,,,,,,3.77,3.61,0.14,402840,0.07,0.04,0.02,31420,
benchmark_0366,,,,,,,,,3.86,3.70,0.13,397684,0.06,0.05,0.01,31420,
benchmark_0315,,,,,,,,,3.94,3.78,0.13,411328,0.07,0.05,0.01,31400,
benchmark_0236,,,,,,,,,3.90,3.74,0.13,408796,0.07,0.05,0.01,31424,
benchmark_0452,,,,,,,,,4.05,3.84,0.14,413616,0.07,0.04,0.02,31452,
benchmark_0402,,,,,,,,,3.77,3.61,0.13,385264,0.07,0.05,0.01,31392,
benchmark_0287,,,,,,,,,3.88,3.72,0.13,405792,0.07,0.04,0.02,31404,
benchmark_0373,,,,,,,,,3.91,3.72,0.16,410880,0.10,0.05,0.01,31404,
benchmark_0263,,,,,,,,,3.65,3.48,0.14,396304,0.07,0.05,0.01,31432,
benchmark_0353,,,,,,,,,3.67,3.49,0.14,396140,0.06,0.04,0.01,31416,
benchmark_0111,,,,,,,,,3.67,3.50,0.14,390936,0.07,0.05,0.01,31420,
benchmark_0256,,,,,,,,,4.05,3.87,0.16,401560,0.07,0.05,0.01,31428,
benchmark_0489,,,,,,,,,4.13,3.88,0.18,410100,0.07,0.05,0.02,31424,
benchmark_0280,,,,,,,,,3.95,3.78,0.13,401440,0.07,0.05,0.01,31424,
benchmark_0226,,,,,,,,,3.79,3.62,0.14,413244,0.07,0.05,0.02,31444,
benchmark_0483,,,,,,,,,3.94,3.75,0.16,396404,0.07,0.05,0.02,31440,
benchmark_0258,,,,,,,,,4.02,3.84,0.14,406680,0.08,0.04,0.01,31444,
benchmark_0037,,,,,,,,,4.12,3.96,0.13,400152,0.07,0.05,0.01,31400,
benchmark_0178,,,,,,,,,3.90,3.72,0.17,389308,0.07,0.05,0.02,31432,
benchmark_0473,,,,,,,,,4.09,3.85,0.15,401124,0.07,0.05,0.01,31452,
benchmark_0090,,,,,,,,,3.79,3.61,0.14,416684,0.07,0.04,0.02,31472,
benchmark_0264,,,,,,,,,3.64,3.46,0.14,422532,0.07,0.04,0.02,31424,
benchmark_0054,,,,,,,,,3.86,3.65,0.17,418356,0.07,0.04,0.02,31420,
benchmark_0135,,,,,,,,,3.87,3.69,0.15,393156,0.07,0.05,0.01,31424,
benchmark_0238,,,,,,,,,3.88,3.69,0.15,415244,0.07,0.04,0.01,31452,
benchmark_0381,,,,,,,,,3.78,3.61,0.13,387080,0.07,0.04,0.02,31416,
benchmark_0224,,,,,,,,,3.71,3.52,0.15,399684,0.07,0.05,0.01,31424,
benchmark_0094,,,,,,,,,3.84,3.66,0.14,391700,0.07,0.05,0.02,31420,
benchmark_0143,,,,,,,,,4.16,3.97,0.16,411380,0.06,0.04,0.01,31448,
benchmark_0207,,,,,,,,,3.89,3.72,0.14,411172,0.07,0.05,0.01,31452,
benchmark_0465,,,,,,,,,3.85,3.62,0.14,395920,0.07,0.03,0.03,31428,
benchmark_0298,71.72,70.35,1.18,1260356,,,,,3.63,3.46,0.14,397904,,,,,
