,a-str,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
benchmark_0395,,,,,,,,,12.28,11.55,0.26,718744,0.09,0.06,0.01,31416,
benchmark_0410,,,,,,,,,12.97,11.91,0.25,718776,0.09,0.05,0.02,31500,
benchmark_0420,,,,,,,,,,,,,0.09,0.05,0.02,31344,
benchmark_0223,,,,,,,,,12.52,11.80,0.25,706644,0.09,0.05,0.02,31396,
benchmark_0107,,,,,,,,,12.27,11.60,0.28,725736,0.08,0.05,0.02,31308,
benchmark_0484,,,,,,,,,8.84,8.46,0.24,679300,0.10,0.06,0.02,31356,
benchmark_0409,,,,,,,,,,,,,0.08,0.05,0.02,31380,
benchmark_0278,,,,,,,,,16.12,15.68,0.25,706792,0.11,0.05,0.02,31360,
benchmark_0067,,,,,,,,,12.27,11.63,0.26,715760,0.09,0.07,0.01,31472,
benchmark_0097,,,,,,,,,12.39,11.72,0.24,710112,0.09,0.05,0.02,31396,
benchmark_0461,,,,,,,,,8.21,7.34,0.20,674692,0.10,0.05,0.02,31388,
benchmark_0244,,,,,,,,,12.48,11.81,0.24,717456,0.09,0.05,0.02,31376,
benchmark_0212,,,,,,,,,20.47,19.99,0.29,723332,0.14,0.06,0.01,31456,
benchmark_0259,,,,,,,,,12.69,12.05,0.23,712636,0.09,0.06,0.02,31480,
benchmark_0116,,,,,,,,,16.65,15.98,0.28,719012,0.09,0.05,0.01,31364,
benchmark_0165,,,,,,,,,12.04,11.61,0.24,708120,0.09,0.06,0.01,31488,
benchmark_0047,,,,,,,,,17.68,17.23,0.24,719616,0.09,0.05,0.02,31404,
benchmark_0181,,,,,,,,,11.72,11.32,0.24,711176,0.08,0.06,0.01,31432,
benchmark_0480,,,,,,,,,12.53,11.55,0.25,724716,0.10,0.05,0.02,31372,
benchmark_0268,,,,,,,,,11.98,11.57,0.24,711420,0.12,0.05,0.02,31372,
benchmark_0265,,,,,,,,,12.23,11.60,0.26,721180,0.16,0.06,0.02,31452,
benchmark_0199,,,,,,,,,12.39,11.56,0.22,697612,0.10,0.06,0.02,31400,
benchmark_0487,,,,,,,,,11.70,11.29,0.25,719564,0.08,0.05,0.02,31388,
benchmark_0200,,,,,,,,,11.30,11.02,0.24,719508,0.07,0.05,0.02,31312,
benchmark_0430,,,,,,,,,12.51,11.74,0.26,714456,0.09,0.05,0.02,31340,
benchmark_0354,,,,,,,,,18.23,17.52,0.25,700936,0.09,0.06,0.01,31284,
benchmark_0449,,,,,,,,,12.31,11.75,0.30,711996,0.08,0.05,0.02,31396,
benchmark_0149,,,,,,,,,12.73,12.45,0.24,717168,0.09,0.05,0.02,31424,
benchmark_0397,,,,,,,,,12.01,11.43,0.25,708788,0.09,0.05,0.02,31400,
benchmark_0017,,,,,,,,,11.99,11.53,0.25,714772,0.09,0.06,0.02,31424,
benchmark_0485,,,,,,,,,12.21,11.55,0.27,714116,0.10,0.06,0.02,31408,
benchmark_0048,,,,,,,,,12.53,11.83,0.26,708124,0.10,0.06,0.01,31388,
benchmark_0104,,,,,,,,,12.21,11.74,0.29,719732,0.07,0.04,0.02,31364,
benchmark_0002,,,,,,,,,15.54,14.67,0.25,716896,0.09,0.05,0.02,31352,
benchmark_0194,,,,,,,,,15.42,14.90,0.24,710900,0.09,0.06,0.01,31444,
benchmark_0495,,,,,,,,,,,,,0.08,0.05,0.03,31384,
benchmark_0126,,,,,,,,,12.85,12.11,0.27,729616,0.09,0.05,0.02,31344,
benchmark_0288,,,,,,,,,12.44,11.96,0.24,722324,0.12,0.05,0.02,31308,
benchmark_0240,,,,,,,,,12.10,11.33,0.29,719988,0.10,0.05,0.01,31364,
benchmark_0424,,,,,,,,,12.94,11.92,0.23,716924,0.08,0.06,0.01,31332,
benchmark_0032,,,,,,,,,12.12,11.56,0.22,710760,0.09,0.05,0.02,31356,
benchmark_0313,,,,,,,,,12.17,11.45,0.23,711916,0.12,0.05,0.02,31424,
benchmark_0151,,,,,,,,,17.97,17.54,0.24,706624,0.08,0.06,0.02,31360,
benchmark_0197,,,,,,,,,11.81,11.39,0.26,705028,0.10,0.06,0.01,31400,
benchmark_0292,,,,,,,,,12.94,11.88,0.23,709844,0.12,0.05,0.02,31256,
benchmark_0109,,,,,,,,,12.34,11.92,0.27,717732,0.09,0.06,0.02,31460,
benchmark_0169,,,,,,,,,,,,,0.10,0.06,0.01,31252,
benchmark_0018,,,,,,,,,12.01,11.60,0.23,710160,0.09,0.06,0.02,31380,
benchmark_0389,,,,,,,,,16.95,15.98,0.26,709912,0.09,0.06,0.02,31312,
benchmark_0300,,,,,,,,,20.55,20.12,0.24,714344,0.10,0.05,0.01,31328,
benchmark_0326,,,,,,,,,12.33,11.92,0.25,705344,0.09,0.05,0.02,31356,
benchmark_0232,,,,,,,,,12.16,11.52,0.24,714336,0.09,0.05,0.02,31372,
benchmark_0082,,,,,,,,,12.90,12.21,0.25,712248,0.09,0.06,0.02,31256,
benchmark_0217,,,,,,,,,11.84,11.23,0.23,711944,0.10,0.06,0.01,31384,
benchmark_0267,,,,,,,,,12.51,12.04,0.25,709884,0.09,0.06,0.01,31500,
benchmark_0233,,,,,,,,,12.41,12.01,0.24,729932,0.10,0.05,0.02,31476,
benchmark_0369,,,,,,,,,12.36,11.90,0.29,731352,0.10,0.06,0.02,31392,
benchmark_0271,,,,,,,,,12.25,11.79,0.25,716368,0.09,0.05,0.02,31368,
benchmark_0137,,,,,,,,,12.32,11.93,0.20,703276,0.09,0.06,0.02,31352,
benchmark_0001,,,,,,,,,12.14,11.51,0.25,726468,0.09,0.06,0.02,31356,
benchmark_0335,,,,,,,,,11.58,11.18,0.24,707072,0.09,0.06,0.01,31288,
benchmark_0158,,,,,,,,,16.94,16.54,0.23,716992,0.13,0.06,0.01,31504,
benchmark_0336,,,,,,,,,8.15,7.71,0.22,678916,0.09,0.06,0.01,31332,
benchmark_0387,,,,,,,,,12.96,12.12,0.25,714220,0.11,0.06,0.02,31392,
benchmark_0310,,,,,,,,,12.11,11.73,0.24,718572,0.10,0.05,0.01,31356,
benchmark_0355,,,,,,,,,16.17,15.45,0.30,700708,0.09,0.05,0.02,31388,
benchmark_0462,,,,,,,,,6.57,6.35,0.20,680348,0.08,0.05,0.02,31340,
benchmark_0069,,,,,,,,,12.18,11.91,0.23,702776,0.08,0.06,0.02,31356,
benchmark_0459,,,,,,,,,11.57,11.26,0.26,713244,0.08,0.05,0.02,31380,
benchmark_0183,,,,,,,,,11.56,11.26,0.25,708884,0.08,0.06,0.01,31408,
benchmark_0472,,,,,,,,,11.75,11.45,0.26,708592,0.08,0.06,0.02,31392,
benchmark_0062,,,,,,,,,11.52,11.20,0.28,715940,0.08,0.05,0.02,31392,
benchmark_0261,,,,,,,,,11.52,11.27,0.21,714800,0.07,0.05,0.02,31328,
benchmark_0187,,,,,,,,,12.07,11.78,0.25,722156,0.08,0.06,0.02,31388,
benchmark_0426,,,,,,,,,11.59,11.28,0.27,720740,0.08,0.06,0.01,31312,
benchmark_0092,,,,,,,,,12.28,11.94,0.30,701280,0.08,0.06,0.01,31480,
benchmark_0337,,,,,,,,,11.32,10.98,0.30,717880,0.08,0.06,0.02,31420,
benchmark_0253,,,,,,,,,11.61,11.30,0.27,715496,0.08,0.06,0.01,31300,
benchmark_0034,,,,,,,,,11.67,11.30,0.32,708368,0.08,0.06,0.02,31472,
benchmark_0136,,,,,,,,,6.65,6.39,0.22,679548,0.08,0.05,0.02,31336,
benchmark_0098,,,,,,,,,11.48,11.15,0.28,711040,0.08,0.06,0.02,31300,
benchmark_0020,,,,,,,,,11.78,11.46,0.27,711480,0.08,0.06,0.02,31420,
benchmark_0471,,,,,,,,,6.63,6.43,0.17,676888,0.08,0.06,0.01,31336,
benchmark_0216,,,,,,,,,11.46,11.15,0.26,719224,0.08,0.05,0.02,31424,
benchmark_0099,,,,,,,,,7.60,7.37,0.20,685148,0.07,0.05,0.01,31356,
benchmark_0043,,,,,,,,,11.97,11.69,0.23,712572,0.08,0.06,0.02,31280,
benchmark_0429,,,,,,,,,16.64,16.34,0.25,704564,0.08,0.06,0.01,31416,
benchmark_0469,,,,,,,,,6.88,6.64,0.21,674696,0.08,0.05,0.02,31372,
benchmark_0191,,,,,,,,,11.68,11.39,0.25,716636,0.08,0.06,0.01,31424,
benchmark_0382,,,,,,,,,16.70,16.37,0.27,725556,0.08,0.05,0.02,31408,
benchmark_0075,,,,,,,,,11.86,11.54,0.27,716392,0.08,0.05,0.01,31304,
benchmark_0284,,,,,,,,,11.56,11.25,0.27,712772,0.08,0.05,0.02,31396,
benchmark_0059,,,,,,,,,11.37,11.05,0.28,718504,0.08,0.06,0.01,31432,
benchmark_0289,,,,,,,,,11.60,11.29,0.27,706904,0.08,0.05,0.02,31400,
benchmark_0035,,,,,,,,,11.33,10.97,0.28,705944,0.07,0.06,0.01,31404,
benchmark_0286,,,,,,,,,11.83,11.53,0.26,714756,0.08,0.06,0.02,31432,
benchmark_0108,,,,,,,,,6.47,6.25,0.20,677088,0.08,0.05,0.01,31340,
benchmark_0470,,,,,,,,,11.91,11.57,0.30,713276,0.08,0.06,0.02,31404,
benchmark_0118,,,,,,,,,11.61,11.30,0.26,707624,0.08,0.05,0.02,31496,
benchmark_0016,,,,,,,,,6.89,6.65,0.21,680528,0.08,0.07,0.01,31328,
benchmark_0375,,,,,,,,,11.65,11.35,0.25,710408,0.07,0.06,0.01,31364,
benchmark_0113,,,,,,,,,11.43,11.16,0.23,723096,0.08,0.05,0.02,31428,
benchmark_0152,,,,,,,,,11.50,11.21,0.24,705444,0.08,0.06,0.02,31328,
benchmark_0385,,,,,,,,,11.66,11.34,0.27,707008,0.08,0.06,0.01,31408,
benchmark_0186,,,,,,,,,11.89,11.50,0.26,703088,0.08,0.05,0.02,31328,
benchmark_0380,,,,,,,,,11.92,11.64,0.24,718328,0.08,0.05,0.02,31440,
benchmark_0190,,,,,,,,,12.03,11.73,0.25,710176,0.08,0.05,0.02,31364,
benchmark_0084,,,,,,,,,12.07,11.74,0.29,721828,0.08,0.06,0.01,31380,
benchmark_0008,,,,,,,,,11.61,11.28,0.29,719020,0.08,0.05,0.02,31416,
benchmark_0053,,,,,,,,,11.44,11.16,0.24,710952,0.08,0.05,0.02,31420,
benchmark_0367,,,,,,,,,16.37,16.00,0.31,714652,0.08,0.05,0.02,31364,
benchmark_0441,,,,,,,,,11.71,11.40,0.28,718196,0.08,0.06,0.02,31420,
benchmark_0466,,,,,,,,,11.72,11.45,0.22,706964,0.08,0.05,0.02,31396,
benchmark_0038,,,,,,,,,11.58,11.26,0.27,711468,0.08,0.06,0.01,31400,
benchmark_0490,,,,,,,,,11.53,11.25,0.24,717244,0.08,0.06,0.01,31328,
benchmark_0112,,,,,,,,,11.54,11.27,0.23,710740,0.08,0.06,0.01,31424,
benchmark_0015,,,,,,,,,16.28,15.93,0.30,715848,0.07,0.05,0.01,31404,
benchmark_0162,,,,,,,,,11.80,11.51,0.25,715984,0.08,0.06,0.01,31352,
benchmark_0073,,,,,,,,,11.55,11.26,0.24,711828,0.08,0.05,0.01,31364,
benchmark_0293,,,,,,,,,17.18,16.86,0.27,716324,0.08,0.05,0.02,31400,
benchmark_0428,,,,,,,,,6.86,6.62,0.20,680796,0.08,0.05,0.02,31344,
benchmark_0170,,,,,,,,,7.10,6.79,0.22,679056,0.08,0.06,0.02,31360,
benchmark_0456,,,,,,,,,11.38,11.09,0.25,705580,0.08,0.05,0.02,31388,
benchmark_0159,,,,,,,,,11.81,11.54,0.23,712736,0.08,0.05,0.02,31368,
benchmark_0316,,,,,,,,,7.18,6.94,0.21,675708,0.07,0.05,0.01,31364,
benchmark_0273,,,,,,,,,11.63,11.35,0.24,711708,0.07,0.05,0.01,31296,
benchmark_0096,,,,,,,,,11.60,11.25,0.31,711596,0.07,0.05,0.02,31476,
benchmark_0064,,,,,,,,,11.69,11.42,0.22,720220,0.08,0.06,0.01,31372,
benchmark_0157,,,,,,,,,11.71,11.41,0.26,712272,0.08,0.06,0.01,31268,
benchmark_0453,,,,,,,,,12.07,11.78,0.23,725896,0.09,0.05,0.02,31364,
benchmark_0146,,,,,,,,,11.58,11.29,0.25,710676,0.08,0.05,0.02,31416,
benchmark_0028,,,,,,,,,7.72,7.45,0.24,687116,0.09,0.06,0.01,31344,
benchmark_0166,,,,,,,,,16.19,15.89,0.25,705156,0.09,0.05,0.02,31272,
benchmark_0219,,,,,,,,,11.64,11.37,0.23,713020,0.08,0.06,0.02,31284,
benchmark_0056,,,,,,,,,18.07,17.76,0.26,707064,0.08,0.05,0.02,31368,
benchmark_0243,,,,,,,,,11.34,10.98,0.25,715436,0.08,0.06,0.01,31432,
benchmark_0060,,,,,,,,,15.67,15.32,0.30,713292,0.07,0.05,0.02,31300,
benchmark_0390,,,,,,,,,11.67,11.39,0.23,713116,0.08,0.05,0.02,31300,
benchmark_0222,,,,,,,,,16.84,16.54,0.24,702944,0.08,0.06,0.01,31284,
benchmark_0131,,,,,,,,,11.47,11.20,0.22,717820,0.07,0.05,0.02,31392,
benchmark_0029,,,,,,,,,11.66,11.36,0.26,711744,0.07,0.05,0.02,31248,
benchmark_0009,,,,,,,,,15.12,14.83,0.24,703180,0.08,0.06,0.02,31428,
benchmark_0076,,,,,,,,,17.16,16.84,0.27,705268,0.08,0.06,0.02,31408,
benchmark_0323,,,,,,,,,7.16,6.93,0.20,683948,0.08,0.06,0.02,31360,
benchmark_0019,,,,,,,,,6.66,6.41,0.21,679512,0.08,0.05,0.02,31344,
benchmark_0321,,,,,,,,,17.31,16.99,0.26,701268,0.09,0.06,0.01,31416,
benchmark_0333,,,,,,,,,11.49,11.18,0.26,707904,0.08,0.06,0.02,31388,
benchmark_0412,,,,,,,,,11.73,11.41,0.27,726292,0.08,0.06,0.01,31364,
benchmark_0121,,,,,,,,,11.61,11.16,0.33,717972,0.07,0.05,0.02,31404,
benchmark_0346,,,,,,,,,11.59,11.29,0.25,717912,0.07,0.05,0.01,31368,
benchmark_0384,,,,,,,,,8.04,7.80,0.22,692024,0.08,0.06,0.02,31364,
benchmark_0318,,,,,,,,,7.31,7.10,0.19,678508,0.08,0.06,0.02,31356,
benchmark_0185,,,,,,,,,6.69,6.45,0.21,683532,0.07,0.05,0.01,31372,
benchmark_0285,,,,,,,,,11.49,11.18,0.26,716984,0.07,0.06,0.01,31392,
benchmark_0302,,,,,,,,,11.98,11.65,0.27,704028,0.08,0.06,0.01,31400,
benchmark_0460,,,,,,,,,11.74,11.46,0.24,714120,0.08,0.06,0.01,31384,
benchmark_0139,,,,,,,,,11.51,11.12,0.24,716588,0.08,0.05,0.02,31272,
benchmark_0117,,,,,,,,,11.66,11.39,0.22,713880,0.07,0.05,0.01,31376,
benchmark_0362,,,,,,,,,11.91,11.63,0.24,708648,0.08,0.05,0.02,31424,
benchmark_0442,,,,,,,,,11.59,11.29,0.25,705476,0.08,0.06,0.01,31424,
benchmark_0218,,,,,,,,,12.40,12.08,0.27,720932,0.07,0.05,0.01,31340,
benchmark_0215,,,,,,,,,11.61,11.29,0.27,717044,0.07,0.04,0.02,31372,
benchmark_0496,,,,,,,,,18.21,17.87,0.27,711360,0.08,0.06,0.02,31472,
benchmark_0063,,,,,,,,,11.79,11.47,0.27,715136,0.08,0.06,0.02,31408,
benchmark_0439,,,,,,,,,11.83,11.53,0.26,715796,0.08,0.05,0.01,31428,
benchmark_0228,,,,,,,,,11.92,11.60,0.28,715496,0.08,0.05,0.02,31420,
benchmark_0351,,,,,,,,,11.52,11.14,0.27,710272,0.08,0.05,0.02,31408,
benchmark_0251,,,,,,,,,11.59,11.26,0.29,711244,0.08,0.05,0.02,31320,
benchmark_0479,,,,,,,,,11.78,11.49,0.24,705796,0.08,0.05,0.02,31376,
benchmark_0177,,,,,,,,,12.17,11.87,0.25,709776,0.09,0.05,0.02,31404,
benchmark_0437,,,,,,,,,11.96,11.65,0.25,710408,0.08,0.06,0.01,31396,
benchmark_0245,,,,,,,,,7.24,6.99,0.23,679472,0.08,0.06,0.01,31360,
benchmark_0475,,,,,,,,,17.94,17.65,0.24,718672,0.08,0.05,0.02,31440,
benchmark_0408,,,,,,,,,11.94,11.62,0.28,706544,0.08,0.05,0.02,31400,
benchmark_0492,,,,,,,,,17.13,16.85,0.23,698360,0.07,0.05,0.01,31312,
benchmark_0052,,,,,,,,,15.85,15.56,0.24,712428,0.08,0.06,0.01,31436,
benchmark_0081,,,,,,,,,11.67,11.41,0.22,707224,0.08,0.05,0.02,31488,
benchmark_0255,,,,,,,,,11.96,11.67,0.24,719096,0.08,0.05,0.02,31300,
benchmark_0432,,,,,,,,,11.74,11.40,0.30,703440,0.08,0.06,0.02,31376,
benchmark_0366,,,,,,,,,11.67,11.34,0.29,712268,0.08,0.05,0.01,31296,
benchmark_0315,,,,,,,,,11.84,11.40,0.33,713340,0.07,0.05,0.02,31420,
benchmark_0236,,,,,,,,,11.72,11.42,0.26,712028,0.08,0.06,0.02,31268,
benchmark_0452,,,,,,,,,11.62,11.23,0.34,700336,0.08,0.06,0.01,31280,
benchmark_0402,,,,,,,,,11.87,11.56,0.27,713584,0.08,0.05,0.02,31480,
benchmark_0287,,,,,,,,,11.75,11.44,0.26,714784,0.08,0.05,0.02,31340,
benchmark_0373,,,,,,,,,11.76,11.47,0.24,718428,0.08,0.06,0.02,31356,
benchmark_0263,,,,,,,,,11.62,11.33,0.24,710740,0.08,0.05,0.02,31444,
benchmark_0353,,,,,,,,,11.56,11.30,0.21,705468,0.08,0.06,0.01,31472,
benchmark_0111,,,,,,,,,20.86,20.52,0.28,719112,0.08,0.05,0.02,31416,
benchmark_0256,,,,,,,,,11.45,11.13,0.28,719124,0.06,0.05,0.01,31428,
benchmark_0489,,,,,,,,,11.92,11.63,0.24,716856,0.08,0.06,0.02,31480,
benchmark_0280,,,,,,,,,11.69,11.39,0.26,707668,0.08,0.06,0.02,31376,
benchmark_0226,,,,,,,,,11.55,11.25,0.25,707244,0.07,0.05,0.01,31356,
benchmark_0483,,,,,,,,,15.01,14.70,0.27,703912,0.07,0.05,0.01,31380,
benchmark_0258,,,,,,,,,11.67,11.27,0.29,711984,0.08,0.06,0.01,31348,
benchmark_0037,,,,,,,,,11.38,11.04,0.29,704260,0.08,0.05,0.02,31436,
benchmark_0178,,,,,,,,,12.01,11.71,0.26,720236,0.08,0.05,0.02,31420,
benchmark_0473,,,,,,,,,11.66,11.37,0.26,715556,0.07,0.06,0.01,31388,
benchmark_0090,,,,,,,,,11.66,11.39,0.23,706956,0.08,0.05,0.02,31276,
benchmark_0264,,,,,,,,,11.79,11.40,0.35,705720,0.08,0.05,0.02,31304,
benchmark_0054,,,,,,,,,12.19,11.90,0.25,711708,0.08,0.06,0.01,31328,
benchmark_0135,,,,,,,,,6.89,6.65,0.20,682940,0.08,0.06,0.01,31320,
benchmark_0238,,,,,,,,,15.13,14.79,0.26,710788,0.08,0.06,0.01,31372,
benchmark_0381,,,,,,,,,12.41,12.12,0.25,730644,0.08,0.06,0.02,31348,
benchmark_0224,,,,,,,,,11.83,11.54,0.25,712136,0.08,0.06,0.01,31364,
benchmark_0094,,,,,,,,,11.89,11.54,0.29,707188,0.08,0.06,0.02,31432,
benchmark_0143,,,,,,,,,11.71,11.41,0.25,706104,0.08,0.05,0.02,31340,
benchmark_0207,,,,,,,,,15.78,15.48,0.24,703532,0.08,0.06,0.01,31424,
benchmark_0465,,,,,,,,,16.43,16.10,0.27,713016,0.08,0.06,0.01,31348,
benchmark_0298,106.63,104.41,1.84,1518200,,,,,12.19,11.51,0.25,707836,0.09,0.05,0.02,31480,
